ImageID,LabelName1,LabelName2,Height,Width,XMin1,XMax1,YMin1,YMax1,XMin2,XMax2,YMin2,YMax2,ReferringExpression
alex_315448,man wearing a helmet,orange motorcycle in the street,457,640,216,364,32,384,12,600,55,443,The man wearing a helmet is driving the orange motorcycle in the street.
alex_409970,blank person wearing a striped shirt,white motorcycle,612,612,224,501,348,602,102,417,110,609,The blank person wearing a striped shirt is fixing the white motorcycle.
alex_157417,brave person wearing a helmet,black motorcycle off road in the desert,427,640,124,273,7,273,61,337,100,347,The brave person wearing a helmet is driving the black motorcycle off road in the desert.
alex_82312,man,black motorcycle parked in front of the bicycles,441,640,489,599,62,372,261,528,169,391,The man is behind the black motorcycle parked in front of the bicycles.
alex_301453,person,silver motorcycle,426,640,292,432,54,140,72,608,29,420,The person is crouched beside the silver motorcycle.
alex_434581,man wearing leather pants and jacket,black motorcycle on the road,480,640,226,499,0,459,35,639,107,473,The man wearing leather pants and jacket is riding the black motorcycle on the road.
alex_61862,person,parked motorcycle near the person,332,500,61,351,110,328,64,385,10,327,The person is sitting on the parked motorcycle near the person.
alex_262594,man wearing dark jeans,pink motorcycle standing up,502,640,485,639,1,297,31,606,52,485,The man wearing dark jeans is standing beside the pink motorcycle standing up.
alex_182734,person,blue motorcycle on the playground,480,640,321,389,242,403,269,429,292,463,The person is riding the blue motorcycle on the playground.
alex_78288,person wearing knee pads,black motorcycle,427,640,417,569,57,396,0,440,122,380,The person wearing knee pads is standing next to the black motorcycle.
alex_430546,skilled person wearing a helmet,motorcycle on the street,388,640,220,403,15,175,195,415,124,366,The skilled person wearing a helmet is doing a trick on the motorcycle on the street.
alex_84447,person in motorcycle gear,motorcycle,480,640,285,537,169,349,162,339,31,349,The person in motorcycle gear is leaning against the motorcycle.
alex_76257,person wearing a helmet,motorcycle,427,640,158,380,33,233,121,376,94,355,The person wearing a helmet is riding the motorcycle.
alex_432623,person,nice motorcycle,480,640,345,474,118,409,103,308,156,391,The person is next to the nice motorcycle.
alex_205300,man,motorcycle,480,640,273,471,1,372,156,573,116,443,The man is riding the motorcycle.
alex_20748,man wearing a navy jacket and a black helmet,black motorcycle on the road,480,640,171,391,43,472,150,558,168,472,The man wearing a navy jacket and a black helmet is driving the black motorcycle on the road.
alex_315908,"person wearing a hat, shirt, and shorts",old motorcycle on the grass,498,640,154,400,77,371,38,607,150,458,"The person wearing a hat, shirt, and shorts is sitting on the old motorcycle on the grass."
alex_264961,person wearing a dew rag,new motorcycle,427,640,198,319,114,311,132,452,135,346,The person wearing a dew rag is riding the new motorcycle.
alex_135690,man wearing a motorcycle suit,motorcycle in the air,640,360,59,194,288,398,92,292,309,471,The man wearing a motorcycle suit is riding the motorcycle in the air.
alex_147979,man wearing a motorcycle helmet,large motorcycle,640,480,126,278,104,469,118,451,157,627,The man wearing a motorcycle helmet is riding the large motorcycle.
alex_254493,man,heavy motorcycle on a track,427,640,177,476,135,239,226,567,133,317,The man is riding the heavy motorcycle on a track.
alex_143908,human man wearing black leather,white motorcycle on the dirt path,480,640,257,476,7,450,146,503,123,466,The human man wearing black leather is riding the white motorcycle on the dirt path.
alex_457254,man,black motorcycle underneath the person,426,640,142,446,56,418,1,638,117,419,The man is riding the black motorcycle underneath the person.
alex_363048,person,black motorcycle on the road,425,640,108,470,98,424,0,638,141,419,The person is riding the black motorcycle on the road.
alex_84533,man,sleek motorcycle next to the doors,579,640,132,372,52,397,14,590,149,560,The man is riding the sleek motorcycle next to the doors.
alex_416864,person dressed like mrs claus,blue motorcycle on the road near the yellow line,480,640,106,221,200,472,331,456,224,352,The person dressed like mrs claus is looking at the blue motorcycle on the road near the yellow line.
alex_39504,man,motorcycle in the street,640,426,33,347,13,506,20,418,189,629,The man is riding the motorcycle in the street.
alex_442962,person,grey motorcycle on a road,480,640,128,385,102,472,20,473,237,474,The person is leaning on the grey motorcycle on a road.
alex_43613,man wearing a helmet,green motorcycle,409,640,359,518,21,247,154,472,164,380,The man wearing a helmet is riding the green motorcycle.
alex_457322,man,black motorcycle leaned over,640,327,95,227,184,304,27,246,205,506,The man is sitting on the black motorcycle leaned over.
alex_115314,person,sleek motorcycle on the road,480,640,212,450,34,375,214,430,105,474,The person is riding the sleek motorcycle on the road.
alex_531061,person,metal motorcycle on the road,468,640,353,535,18,375,200,635,153,431,The person is riding the metal motorcycle on the road.
alex_537206,man,red motorcycle on ground,480,640,31,446,181,385,85,581,85,355,The man is beside the red motorcycle on ground.
alex_12946,person wearing a white shirt,black motorcycle on the sidewalk,426,640,44,185,97,418,374,464,219,399,The person wearing a white shirt is on the black motorcycle on the sidewalk.
alex_303768,person,red motorcycle on the dirt,427,640,206,325,25,315,476,639,134,394,The person is posing with the red motorcycle on the dirt.
alex_176793,cheerful man,black motorcycle in front of a restuarant,640,428,125,258,269,619,46,425,340,626,The cheerful man is on the black motorcycle in front of a restuarant.
alex_25282,man,motorcycle below the person,480,640,85,417,52,479,9,623,45,474,The man is sitting on the motorcycle below the person.
alex_160456,child curious person,blue motorcycle next to a person,500,376,179,291,248,426,13,301,84,453,The child curious person is touching the blue motorcycle next to a person.
alex_391895,man,cheap motorcycle on the dirt road,360,640,339,492,22,322,359,471,146,359,The man is riding the cheap motorcycle on the dirt road.
alex_131804,person wearing sandels,clean motorcycle behind the man,428,640,124,267,126,378,224,413,154,295,The person wearing sandels is walking by the clean motorcycle behind the man.
alex_316138,man,motorcycle on the ground,375,500,343,381,92,169,8,195,146,344,The man is standing next to the motorcycle on the ground.
alex_568107,dressed person wearing a yellow helmet,black motorcycle on the rode,427,640,159,290,87,269,100,383,161,304,The dressed person wearing a yellow helmet is cruising down the road on the black motorcycle on the rode.
alex_553776,person wearing a green jacket,yellow motorcycle on the street,489,640,219,423,136,447,186,566,200,482,The person wearing a green jacket is riding the yellow motorcycle on the street.
alex_471858,person,white motorcycle,473,640,231,375,10,278,44,608,130,465,The person is beside the white motorcycle.
alex_101172,person,motorcycle on the road,640,460,60,374,8,450,23,428,130,634,The person is riding the motorcycle on the road.
alex_199481,person wearing jeans and a helmet,black motorcycle on a street,640,480,132,326,150,523,72,337,254,548,The person wearing jeans and a helmet is riding the black motorcycle on a street.
alex_471868,man,red motorcycle,427,640,287,388,143,350,237,472,217,389,The man is riding the red motorcycle.
alex_111409,man wearing a helmet,orange motorcycle above the concrete,427,640,306,525,34,397,167,509,125,399,The man wearing a helmet is riding the orange motorcycle above the concrete.
alex_555686,man wearing a black shirt and leather pants,red motorcycle under the woman,480,640,211,459,77,432,50,639,162,473,The man wearing a black shirt and leather pants is sitting on the red motorcycle under the woman.
alex_250730,person,dirty motorcycle,640,480,81,309,31,519,87,319,182,521,The person is riding the dirty motorcycle.
alex_265069,man,black motorcycle on the street,411,640,1,230,42,349,2,315,94,382,The man is cruising on the black motorcycle on the street.
alex_551794,man,black motorcycle,480,640,171,310,210,441,175,324,257,466,The man is riding the black motorcycle.
alex_400247,person,white motorcycle on street,640,480,174,322,151,406,167,329,197,412,The person is riding the white motorcycle on street.
alex_13177,man,blue motorcycle on the ground,427,640,301,615,61,412,0,240,14,421,The man is near the blue motorcycle on the ground.
alex_365444,person,fast motorcycle,451,640,182,359,93,323,41,474,149,360,The person is riding the fast motorcycle.
alex_183176,man,small motorcycle in the street,640,480,55,479,112,638,2,455,404,632,The man is riding the small motorcycle in the street.
alex_11149,man wearing shorts,motorcycle on the street,375,500,417,499,1,315,0,136,68,350,The man wearing shorts is riding the motorcycle on the street.
alex_361382,man wearing black,blue motorcycle stood up,480,640,259,404,179,479,94,542,255,479,The man wearing black is getting his photo taken on the blue motorcycle stood up.
alex_115626,man,motorcycle on a dirt surface next to a building,640,480,126,429,45,518,84,396,135,598,The man is riding the motorcycle on a dirt surface next to a building.
alex_175024,person wearing leather clothes,shiny motorcycle on the road,427,640,155,349,0,377,30,620,77,426,The person wearing leather clothes is riding the shiny motorcycle on the road.
alex_461751,man wearing a white tee shirt,silver motorcycle,569,640,47,338,112,477,1,639,202,568,The man wearing a white tee shirt is riding the silver motorcycle.
alex_52161,man dressed in black,motorcycle on a highway,426,640,181,392,33,361,24,608,96,418,The man dressed in black is riding the motorcycle on a highway.
alex_455624,man wearing motor sport attire,gray motorcycle on the road,427,640,275,465,58,328,179,511,139,389,The man wearing motor sport attire is riding the gray motorcycle on the road.
alex_261603,person,blue motorcycle outdoors on the street,428,640,57,413,1,422,1,534,145,420,The person is riding the blue motorcycle outdoors on the street.
alex_555983,man,large motorcycle on the road,332,500,125,335,59,283,182,499,11,331,The man is doing a wheelie on the large motorcycle on the road.
alex_394199,person,red motorcycle on the pavement near a park,480,640,328,639,35,479,52,372,124,479,The person is standing next to the red motorcycle on the pavement near a park.
alex_207853,person,motorcycle,480,640,230,324,247,396,208,396,259,435,The person is riding the motorcycle.
alex_252911,protected man wearing a helmet,black motorcycle,427,640,337,453,145,294,283,477,201,324,The protected man wearing a helmet is riding the black motorcycle.
alex_580613,person,orange motorcycle on the street,426,640,206,485,30,419,3,616,142,419,The person is sitting on the orange motorcycle on the street.
alex_159233,white man,black motorcycle on the street,640,640,15,241,326,623,181,527,51,578,The white man is taking a picture of the black motorcycle on the street.
alex_295945,person,motorcycle standing upright on the gravel,573,640,134,377,10,294,5,634,185,564,The person is standing beside the motorcycle standing upright on the gravel.
alex_33815,man wearing blue,shiny motorcycle on the road,424,640,19,82,53,256,316,506,91,277,The man wearing blue is looking at the shiny motorcycle on the road.
alex_240681,person,red motorcycle on the street,427,640,353,537,2,400,109,360,56,413,The person is beside the red motorcycle on the street.
alex_484397,man wearing a helmet,colourful motorcycle on a track,427,640,263,399,139,244,302,553,157,343,The man wearing a helmet is racing on the colourful motorcycle on a track.
alex_181296,man,awesome motorcycle in the lot,436,640,74,320,48,435,4,639,106,431,The man is sitting on the awesome motorcycle in the lot.
alex_197683,old man wearing a leather jacket,motorcycle driving down the road,427,640,126,317,48,346,103,314,125,410,The old man wearing a leather jacket is riding the motorcycle driving down the road.
alex_250939,person,sporty motorcycle,480,640,246,484,2,460,62,577,173,470,The person is sitting on the sporty motorcycle.
alex_224322,happy person wearing a grey shirt and jeans,black motorcycle,480,640,210,353,55,429,127,552,94,422,The happy person wearing a grey shirt and jeans is standing by the black motorcycle.
alex_498758,person dressed in black,black motorcycle on the road,405,500,245,350,65,288,304,409,167,317,The person dressed in black is riding the black motorcycle on the road.
alex_281676,person wearing a helmet,motorcycle,427,640,186,496,83,293,214,511,140,349,The person wearing a helmet is riding the motorcycle.
alex_29776,person,red motorcycle on the road,427,640,86,247,62,295,75,258,141,386,The person is riding the red motorcycle on the road.
alex_304217,blond man,motorcycle raised into the air,478,640,209,335,242,451,258,435,124,332,The blond man is beside the motorcycle raised into the air.
alex_291930,man in motorcycle gear,black motorcycle on the street,480,640,340,503,144,386,210,366,132,407,The man in motorcycle gear is next to the black motorcycle on the street.
alex_472160,person wearing a pink bandana,silver motorcycle above the street,513,640,152,290,18,421,33,544,53,492,The person wearing a pink bandana is on the silver motorcycle above the street.
alex_484450,man,black motorcycle,480,640,360,550,6,474,85,478,188,426,The man is standing beside the black motorcycle.
alex_441453,happy man,black motorcycle under the man,427,640,304,564,57,421,298,639,117,425,The happy man is sitting on the black motorcycle under the man.
alex_550007,person,blue motorcycle on the street,426,640,197,481,149,328,289,502,154,331,The person is riding the blue motorcycle on the street.
alex_437099,man,silver motorcycle in the street,500,333,0,157,167,377,0,126,320,494,The man is on the silver motorcycle in the street.
alex_502927,man in motorcycle gear,motorcycle in the mud,388,640,65,302,126,268,59,248,153,309,The man in motorcycle gear is riding the motorcycle in the mud.
alex_97434,man in a white blouse,motorcycle on the side of the road,266,640,164,229,115,225,368,627,57,226,The man in a white blouse is sitting beside the motorcycle on the side of the road.
alex_222370,person wearing a turban,black motorcycle,640,427,58,134,308,524,188,285,353,494,The person wearing a turban is walking past the black motorcycle.
alex_453799,person,black motorcycle running on the street,512,640,167,465,39,384,19,618,163,469,The person is riding the black motorcycle running on the street.
alex_530631,man wearing a grey t-shirt,disassembled motorcycle in a shop,480,640,455,638,178,479,17,513,131,397,The man wearing a grey t-shirt is working on the disassembled motorcycle in a shop.
alex_140465,person in leather head to toe,motorcycle on grass,480,640,206,629,104,451,2,227,36,456,The person in leather head to toe is next to the motorcycle on grass.
alex_37751,person wearing black,motorcycle on a dirt path,480,640,279,336,197,299,364,538,370,479,The person wearing black is riding in front of the motorcycle on a dirt path.
alex_81103,man,multicolor motorcycle by the shop,481,640,0,285,14,368,0,640,1,472,The man is looking at the multicolor motorcycle by the shop.
alex_578792,man,motorcycle on the road,427,640,136,492,77,201,179,590,105,325,The man is riding the motorcycle on the road.
alex_146667,man wearing white,motorcycle,539,640,251,455,37,305,4,516,46,528,The man wearing white is looking at the motorcycle.
alex_31984,person wearing a silver and white outfit,blue motorcycle parked at a show,640,426,140,341,106,632,67,310,280,589,The person wearing a silver and white outfit is holding the blue motorcycle parked at a show.
alex_142585,person,black motorcycle,500,375,91,165,287,436,126,156,348,442,The person is riding the black motorcycle.
alex_279806,person,logoed motorcycle in the air,640,640,238,441,46,194,142,536,188,411,The person is riding the logoed motorcycle in the air.
alex_423173,man wearing a helmet,black motorcycle,640,456,140,365,56,533,5,452,152,607,The man wearing a helmet is riding the black motorcycle.
alex_11538,person,black motorcycle on tilt,480,640,177,460,5,334,0,618,34,470,The person is riding the black motorcycle on tilt.
alex_101656,person,trendy motorcycle on a street,427,640,318,468,2,201,47,602,61,425,The person is leaning on the trendy motorcycle on a street.
alex_89378,person wearing a racing suit,red motorcycle on the pavement,480,640,174,267,69,401,245,453,167,387,The person wearing a racing suit is next to the red motorcycle on the pavement.
alex_152120,man,green motorcycle,427,640,224,465,25,311,73,596,142,420,The man is riding the green motorcycle.
alex_271666,person wearing a helmet and dressed in blue,red motorcycle on the road,480,640,219,332,201,426,110,449,228,422,The person wearing a helmet and dressed in blue is driving the red motorcycle on the road.
alex_378163,man wearing a santa outfit,motorcycle,640,453,15,452,2,627,26,452,232,639,The man wearing a santa outfit is riding the motorcycle.
alex_196490,person wearing a helmet,motorcycle on the road,427,640,259,459,38,305,163,546,120,394,The person wearing a helmet is riding on the motorcycle on the road.
alex_503108,person wearing protective gear,motorcycle in smoke,640,480,109,466,0,632,160,468,270,640,The person wearing protective gear is sitting on the motorcycle in smoke.
alex_263505,haggard person in jeans,shiny motorcycle in the middle of the parking space,640,424,67,221,172,483,90,232,271,512,The haggard person in jeans is sitting on the shiny motorcycle in the middle of the parking space.
alex_503135,man in a helmet,motorcycle being used,480,640,240,433,101,405,150,491,169,473,The man in a helmet is riding the motorcycle being used.
alex_171360,person,motorcycle on the pavement,480,640,55,128,293,400,2,170,337,449,The person is riding the motorcycle on the pavement.
alex_449879,man wearing jeans,metallic motorcycle parked on the street,500,375,1,347,18,479,3,355,199,492,The man wearing jeans is sitting on the metallic motorcycle parked on the street.
alex_218476,man,blue motorcycle near the water,480,640,232,382,136,359,128,496,196,398,The man is riding on the blue motorcycle near the water.
alex_142718,man wearing a helmet,motorcycle on the street,480,640,431,559,206,455,419,589,285,471,The man wearing a helmet is riding the motorcycle on the street.
alex_52624,man,motorcycle under the rider,427,640,259,403,87,379,236,497,233,385,The man is riding on the motorcycle under the rider.
alex_542101,human man wearing a blue jumpsuit,red motorcycle on the gravel,640,427,143,426,1,535,81,401,180,576,The human man wearing a blue jumpsuit is riding on the red motorcycle on the gravel.
alex_144795,determined man wearing a helmet,motorcycle on the road,427,640,150,328,13,338,82,476,108,414,The determined man wearing a helmet is riding the motorcycle on the road.
alex_345507,blonde man,silver motorcycle,426,640,29,149,122,425,269,467,258,415,The blonde man is looking at the silver motorcycle.
alex_331185,person,red motorcycle on a trail,426,640,146,298,32,282,138,326,122,354,The person is riding the red motorcycle on a trail.
alex_142774,man,black motorcycle on the road,479,640,306,401,259,445,311,406,307,476,The man is riding the black motorcycle on the road.
alex_419265,man,motorcycle,427,640,431,615,176,384,28,478,166,391,The man is fixing the motorcycle.
alex_187857,man,motorcycle on the road,428,640,291,489,32,349,104,624,84,399,The man is riding the motorcycle on the road.
alex_431570,focused person wearing motorcycle gear,colorful motorcycle on the street,427,640,212,401,74,270,83,480,156,360,The focused person wearing motorcycle gear is riding the colorful motorcycle on the street.
alex_107990,person,huge motorcycle parked in front of the building,427,640,347,425,118,332,25,561,67,422,The person is sitting on the huge motorcycle parked in front of the building.
alex_345560,person,black motorcycle on the road,426,640,292,638,0,418,75,398,104,417,The person is riding the black motorcycle on the road.
alex_312803,man wearing a leather coat,black motorcycle under a person,428,640,251,419,59,391,61,590,75,382,The man wearing a leather coat is riding the black motorcycle under a person.
alex_361964,person wearing a helmet,black motorcycle on the highway,426,640,304,376,100,312,315,453,140,345,The person wearing a helmet is riding the black motorcycle on the highway.
alex_441841,person wearing a helmet,leaning motorcycle,427,640,186,358,92,244,230,592,167,363,The person wearing a helmet is riding the leaning motorcycle.
alex_91636,puzzled person in leather,silver motorcycle on the road,500,421,83,353,25,490,21,420,73,499,The puzzled person in leather is riding the silver motorcycle on the road.
alex_370165,balanced person wearing a helmet,white motorcycle in the air,427,640,165,284,51,280,132,357,131,344,The balanced person wearing a helmet is jumping the white motorcycle in the air.
alex_235000,looking man wearing a red shirt,red motorcycle,457,640,274,372,122,368,144,484,182,389,The looking man wearing a red shirt is riding the red motorcycle.
alex_558587,lady confident man,motorcycle on the street,480,640,160,444,30,443,183,434,88,446,The lady confident man is riding the motorcycle on the street.
alex_67078,happy man,vintage motorcycle on display,517,640,442,602,65,511,4,482,223,509,The happy man is standing near the vintage motorcycle on display.
alex_263700,bearded man,motorcycle parked in front of the store,480,640,123,260,71,478,236,499,129,465,The bearded man is pointing at the motorcycle parked in front of the store.
alex_282145,man,motorcycle in the dirt road,478,640,305,486,41,374,319,507,185,470,The man is carrying a boy the motorcycle in the dirt road.
alex_332653,retro person,antique motorcycle near the man,612,612,296,574,63,577,20,498,240,557,The retro person is standing near the antique motorcycle near the man.
alex_212558,man wearing yellow jacket,colorful motorcycle on the pavement,640,426,153,250,195,564,30,424,309,556,The man wearing yellow jacket is waiting on the colorful motorcycle on the pavement.
alex_491090,person wearing jeans,motorcycle on the ground,640,478,116,352,56,484,24,477,203,640,The person wearing jeans is sitting the motorcycle on the ground.
alex_546388,person,red motorcycle on the street,355,500,202,276,118,296,259,447,145,287,The person is standing next to the red motorcycle on the street.
alex_267862,person,black motorcycle,480,640,503,637,114,334,23,276,116,297,The person is riding by the black motorcycle.
alex_382554,man wearing a heavy jacket,small motorcycle in the grass,436,640,179,245,99,267,134,347,145,307,The man wearing a heavy jacket is riding the small motorcycle in the grass.
alex_356623,fat person wearing a turquoise shirt,black motorcycle on the road,427,640,304,372,273,364,305,371,315,403,The fat person wearing a turquoise shirt is riding the black motorcycle on the road.
alex_26209,person,red motorcycle in the parking lot,425,640,254,352,141,288,224,639,214,418,The person is bending over the red motorcycle in the parking lot.
alex_175737,man,motorcycle in the street,431,640,107,211,97,421,203,373,147,400,The man is next to the motorcycle in the street.
alex_455261,hyper man,black motorcycle on the road,334,500,0,499,114,329,0,496,1,328,The hyper man is driving the black motorcycle on the road.
alex_538242,person wearing camoflauge,green motorcycle on road,449,640,43,143,159,395,188,516,249,412,The person wearing camoflauge is neat the green motorcycle on road.
alex_67208,man wearing sandals,silver motorcycle,425,640,111,373,13,419,91,455,134,416,The man wearing sandals is riding the silver motorcycle.
alex_165518,person wearing a helmet and racing clothes,motorcycle on the road,612,612,248,422,173,459,261,433,262,509,The person wearing a helmet and racing clothes is riding the motorcycle on the road.
alex_573072,person,motorcycle on the pavement,640,513,108,268,324,462,63,282,375,523,The person is racing the motorcycle on the pavement.
alex_464153,asian person,red motorcycle on the street,500,333,110,148,223,307,93,176,268,313,The asian person is riding the red motorcycle on the street.
alex_263834,young girl wearing a green outfit,old motorcycle on the street,480,640,334,505,89,430,374,482,241,474,The young girl wearing a green outfit is riding the old motorcycle on the street.
alex_401068,man,painted motorcycle on the ground,640,480,117,417,4,505,92,415,207,631,The man is riding the painted motorcycle on the ground.
alex_481567,man wearing a jacket,motorcycle parked in the driveway,480,640,243,383,92,281,210,401,132,456,The man wearing a jacket is posing next the motorcycle parked in the driveway.
alex_245448,man wearing a helmet,motorcycle in the parking lot,480,640,157,283,115,420,242,536,174,372,The man wearing a helmet is showing off the motorcycle in the parking lot.
alex_198352,person wearing a helmet,black motorcycle at the gas pump,640,480,207,442,8,453,221,479,124,567,The person wearing a helmet is riding the black motorcycle at the gas pump.
alex_364243,man wearing yellow,silver motorcycle in the street,426,640,210,379,27,353,25,588,74,397,The man wearing yellow is riding the silver motorcycle in the street.
alex_116455,person,older motorcycle,640,640,260,402,271,496,258,430,346,564,The person is riding the older motorcycle.
alex_3817,man wearing a hat,surrounded motorcycle on a road,425,640,243,327,136,203,251,303,254,394,The man wearing a hat is riding the surrounded motorcycle on a road.
alex_231379,man wearing a helmut,motorcycle being ridden,378,640,515,635,112,368,392,639,228,363,The man wearing a helmut is talking with a boy while sitting on the motorcycle being ridden.
alex_98043,man,red motorcycle in the street,480,640,144,355,159,478,233,536,0,286,The man is posing next to the red motorcycle in the street.
alex_313093,man,metal motorcycle on the ground,427,640,123,452,0,426,0,640,134,420,The man is sitting on the metal motorcycle on the ground.
alex_177938,man wearing a black shirt and jeans,black motorcycle up on a lift,640,480,224,425,73,452,39,473,61,305,The man wearing a black shirt and jeans is fixing the black motorcycle up on a lift.
alex_442136,man wearing tan cap and leather jacket,red motorcycle on the street,480,640,149,257,48,264,83,515,77,384,The man wearing tan cap and leather jacket is looking at the red motorcycle on the street.
alex_374559,man wearing a helmet,metal motorcycle above the street,640,480,270,451,94,550,67,399,273,632,The man wearing a helmet is riding the metal motorcycle above the street.
alex_380706,man,black motorcycle under the man,426,640,276,380,170,379,299,370,282,396,The man is looking back on the black motorcycle under the man.
alex_7816,man dressed in white,speeding motorcycle on the road,427,640,271,455,77,276,240,466,152,359,The man dressed in white is riding the speeding motorcycle on the road.
alex_317254,person wearing a leather jacket,black motorcycle on the street,417,640,367,476,105,253,300,543,163,291,The person wearing a leather jacket is riding the black motorcycle on the street.
alex_260409,biker person,dark motorcycle in front of the ocean,478,640,213,331,214,471,160,487,333,471,The biker person is standing beside the dark motorcycle in front of the ocean.
alex_139099,person in white shirt,blue motorcycle on the street,453,640,303,545,61,445,218,639,250,452,The person in white shirt is sitting on the blue motorcycle on the street.
alex_378727,man wearing a reflective vest,black motorcycle on road,427,640,290,337,159,235,289,337,202,260,The man wearing a reflective vest is riding the black motorcycle on road.
alex_31092,man,red motorcycle on the sidewalk,456,640,273,422,45,217,227,463,126,260,The man is riding the red motorcycle on the sidewalk.
alex_577398,person wearing a helmet and jacket,motorcycle,443,448,183,315,92,292,45,412,125,331,The person wearing a helmet and jacket is riding the motorcycle.
alex_571264,person,powerful motorcycle in front of the man,426,640,265,415,29,387,61,327,84,398,The person is standing near the powerful motorcycle in front of the man.
alex_106375,man wearing glasses,fat motorcycle,425,640,230,417,62,364,174,499,191,420,The man wearing glasses is riding the fat motorcycle.
alex_542605,man wearing jeans,fancy motorcycle in chrome above the cobblestones,640,425,91,208,247,484,70,371,292,599,The man wearing jeans is riding the fancy motorcycle in chrome above the cobblestones.
alex_227224,skinny person wearing a helmet,motorcycle on the road,427,640,199,467,110,238,175,588,140,345,The skinny person wearing a helmet is riding the motorcycle on the road.
alex_561054,toddler girl,motorcycle by the child,500,375,35,350,0,500,0,375,129,499,The toddler girl is riding the motorcycle by the child.
alex_391837,person,shiny motorcycle,480,640,130,375,118,473,4,471,228,472,The person is sitting on the shiny motorcycle.
alex_102331,young person in motorcycle gear,small motorcycle in the air,357,500,197,276,46,152,136,362,110,263,The young person in motorcycle gear is riding the small motorcycle in the air.
alex_348092,person,white motorcycle on the road,427,640,72,432,76,311,25,441,75,400,The person is riding the white motorcycle on the road.
alex_419777,man wearing a uniform,motorcycle in the air,480,640,228,338,88,292,227,342,160,373,The man wearing a uniform is riding the motorcycle in the air.
alex_229317,person,blue motorcycle rounding a corner,360,640,332,433,84,271,319,450,128,326,The person is riding the blue motorcycle rounding a corner.
alex_544713,person,red motorcycle sitting sideways,480,640,273,417,24,403,125,471,116,399,The person is sitting on the red motorcycle sitting sideways.
alex_12238,person,black motorcycle,480,640,251,347,103,252,262,325,204,290,The person is riding the black motorcycle.
alex_523597,man wearing a turban,metallic motorcycle on the road,429,640,122,323,1,343,107,336,112,425,The man wearing a turban is riding the metallic motorcycle on the road.
alex_128978,person wearing a leather jacket,blue motorcycle,480,640,247,469,24,443,251,404,158,472,The person wearing a leather jacket is sitting on the blue motorcycle.
alex_102356,man,motorcycle near a fake background,640,427,166,403,52,411,14,380,166,628,The man is sitting on the motorcycle near a fake background.
alex_468953,person,motorcycle in the street,614,640,230,358,164,573,395,639,319,595,The person is stopped on the motorcycle in the street.
alex_122851,man dressed in a loose t shirt,large motorcycle on the road,427,640,62,308,59,406,414,549,163,243,The man dressed in a loose t shirt is working beside the large motorcycle on the road.
alex_258021,man,black motorcycle standing straight up,375,500,352,390,103,193,377,433,124,193,The man is standing by the black motorcycle standing straight up.
alex_169972,athletic person wearing a blue suit,blue motorcycle,427,640,299,493,53,273,242,561,125,386,The athletic person wearing a blue suit is riding the blue motorcycle.
alex_522232,person,red motorcycle located upright by auto supplies,640,480,2,234,46,589,8,474,157,493,The person is cleaning the red motorcycle located upright by auto supplies.
alex_18426,man,black motorcycle in the grass,480,640,218,352,18,414,169,548,62,453,The man is sitting on the black motorcycle in the grass.
alex_466939,man dressed in safety gear,leaning motorcycle on the road,427,640,230,467,68,279,214,496,151,383,The man dressed in safety gear is riding the leaning motorcycle on the road.
alex_389974,man,steel oven,425,640,3,224,39,424,189,639,259,419,The man is standing by the steel oven.
alex_14353,man wearing a sweater,black oven in the kitchen,480,640,305,638,4,317,102,639,0,473,The man wearing a sweater is putting a pizza the black oven in the kitchen.
alex_281111,man,hot oven in the wall,480,640,0,104,91,471,142,530,2,394,The man is standing by the hot oven in the wall.
alex_529944,girl wearing a dress,transparent oven,480,640,1,299,43,479,272,617,4,368,The girl wearing a dress is looking into the transparent oven.
alex_370209,person,white oven next to the counter,480,640,421,639,1,471,81,415,344,473,The person is mixing food by the white oven next to the counter.
alex_328757,eating hungry person in a blue shirt,white oven behind the person,332,500,184,493,61,328,59,281,197,331,The eating hungry person in a blue shirt is standing near the white oven behind the person.
alex_465463,man wearing a black blouse,big oven in front of her,429,640,31,333,4,423,157,608,103,422,The man wearing a black blouse is standing beside the big oven in front of her.
alex_272440,person,white oven next to the counter,640,427,154,423,80,626,106,283,490,629,The person is making a pizza by the white oven next to the counter.
alex_209468,person,white oven to the left of the refrigerator,480,640,178,292,120,474,255,319,303,420,The person is looking at a laptop by the white oven to the left of the refrigerator.
alex_487349,man,silver oven in the kitchen,612,612,83,509,8,526,1,611,448,611,The man is cooking near the silver oven in the kitchen.
alex_366659,person,square oven behind the chef,480,640,0,327,50,413,261,508,160,288,The person is standing by the square oven behind the chef.
alex_578974,frowning man,oven in the kitchen,480,640,2,250,0,304,78,496,0,415,The frowning man is in front of the oven in the kitchen.
alex_551713,man,oven in the kitchen,480,640,346,639,37,473,0,431,91,471,The man is opening the oven in the kitchen.
alex_137294,person wearing comfortable clothes,oven in front of the man,427,640,262,638,145,426,151,445,174,424,The person wearing comfortable clothes is reaching into the oven in front of the man.
alex_64868,man,open oven,375,500,9,295,8,330,194,452,88,369,The man is putting the dog in the open oven.
alex_210012,man,solver oven in the kitchen,480,640,183,287,38,280,267,358,98,252,The man is making food by the solver oven in the kitchen.
alex_213086,happy man,chrome oven against the wall,500,375,0,142,112,437,98,373,146,496,The happy man is looking in the chrome oven against the wall.
