ImageID,LabelName1,LabelName2,Height,Width,XMin1,XMax1,YMin1,YMax1,XMin2,XMax2,YMin2,YMax2,ReferringExpression
2380789,carts or wagons,carts or wagons,375,500,86,153,183,255,149,384,152,294,Carts or wagons are the animals pulling
2380848,Pastries,Pastries,280,500,146,322,99,230,155,313,39,134,Pastries is on the plate
2380898,chickens,chickens,333,500,277,374,61,231,203,245,188,237,Chickens is black
2381236,ski poles,ski poles,500,332,20,124,350,498,166,236,388,500,Ski poles is the man holding in his hands
2381247,Cake,Cake,375,500,48,149,185,244,69,164,126,190,Cake is the brown food next to the grapefruit
2381303,waves,waves,331,500,0,370,147,297,0,222,0,66,Waves is pushing the surfer along
2381330,racquet,racquet,339,500,85,119,37,70,309,339,37,69,Racquet is held in the right hand of the player with the red shirt
2381330,fence,fence,339,500,4,241,63,156,257,490,62,157,Fence is behind the girl in white
2381335,phones,phones,375,500,108,173,184,265,228,300,104,179,The phones is on
2381558,flags,flags,375,500,315,380,33,224,287,322,173,278,Flags is atop the poles
2381608,donkeys,donkeys,281,500,115,279,97,248,72,228,95,238,Two donkeys is pulling the cart
2381633,bikinis,bikinis,354,500,58,81,218,263,296,318,234,270,Bikinis are the women wearing
2381764,Carrots,Carrots,375,500,200,275,117,152,138,175,164,220,Carrots is orange
2381841,umbrellas,umbrellas,333,500,269,340,139,191,340,396,153,191,Umbrellas are the people holding
2381882,bikes,bikes,341,500,51,380,217,330,8,277,113,274,Dirt bikes are the people riding
2381882,Goggles,Goggles,341,500,222,254,166,184,170,196,88,108,Goggles are they wearing over their eyes
2381924,Glasses,Glasses,332,500,371,429,137,160,135,206,92,124,Glasses are they both wearing
2381956,Telephones,Telephones,332,500,352,380,125,195,98,136,188,250,Telephones are these people holding
2382548,Dogs,Dogs,332,500,309,342,241,286,342,385,257,330,Dogs are the animals there
2382562,bananas,bananas,355,500,264,479,173,271,30,226,175,275,Bananas is inside the plastic
2382591,Trees,Trees,333,500,116,498,0,194,0,337,0,322,Trees is in the background
2382691,Ski poles,Ski poles,327,500,271,302,151,211,209,236,179,219,Ski poles is in the man's hands
2382747,coffee,coffee,375,500,324,382,42,65,76,140,96,131,Coffee is in the mugs
2382747,tomato slices,tomato slices,375,500,177,240,228,270,206,263,254,286,Tomato slices is the red food
2382759,furniture,products,375,500,118,177,276,320,178,260,220,321,House furniture products is the boxes in highway
285615,plate,shrimp,1024,768,97,377,676,735,178,196,681,717,One plate has shrimp are they eating
285622,Glasses,tie,742,1024,159,393,174,228,246,422,290,474,Glasses and a tie is the teddy bear wearing
285626,poles,poles,762,1024,253,255,565,602,225,227,565,607,2 poles are all the skiers holding
2382787,rackets,rackets,375,500,126,160,212,239,341,381,109,154,Tennis rackets are the people holding
285646,bunkbeds,bunkbeds,777,1024,294,956,11,338,300,891,392,776,A bedroom with bunkbeds is this a picture of
285657,apple,knife,771,1024,355,591,243,475,539,963,57,549,"An apple, banana, and knife is on the plate"
285657,fruit,fruit,771,1024,281,737,149,707,355,591,243,475,A dish of fruit is on the table
285663,Trees,Trees,884,707,317,480,0,323,0,303,0,238,Trees is in the background
2382823,male,female,375,500,111,243,71,348,359,412,155,303,Male and female is gender of the two players
285684,cake,congratulations,768,1024,320,489,512,662,365,456,539,591,"A cake that says ""congratulations"" is the woman holding"
285693,windows,windows,612,612,194,344,53,239,529,611,101,261,The windows is open
285699,gloves,gloves,765,1024,899,963,13,197,938,988,9,197,Two green gloves is the blue clip holding
285705,donut,Napkin,683,1024,322,572,332,465,299,601,249,676,Napkin under donut is girl holding
285705,cups,cups,683,1024,912,1021,0,455,714,903,0,425,Different colored cups is behind girl eating donut
285705,cups,cups,683,1024,912,1021,0,455,714,903,0,425,Stacked cups is sitting on table behind her
285713,skis,skis,768,1024,189,310,674,740,267,433,667,729,Skis is on the child's feet
285720,apples,apples,612,612,334,534,107,315,292,432,301,490,Apples is the hand holding
285721,phone,bag,683,1024,372,402,314,337,295,540,477,682,Holding a bag and talking on a cell phone is the woman with brown hair doing
285723,graffiti,wall,683,1024,805,1021,164,476,376,1025,0,492,A wall of graffiti is on the building
285729,Shorts,top,768,1024,787,937,201,289,830,947,95,242,Shorts and tank top is the man in the chair wearing
2382882,polar bears,polar bears,333,500,250,340,138,233,176,314,80,241,Polar bears is in the photo
285746,knife,fork,612,612,102,192,17,541,23,115,23,443,A fork and knife is with the half sandwich
285746,sandwich,knife,612,612,218,592,23,447,102,192,17,541,Sandwich and knife is together at last
285746,shadows,shadows,612,612,171,223,20,538,24,112,22,446,Shadows are the utensils casting
285757,leaves,leaves,735,1024,701,798,58,179,243,514,16,152,Dried leaves is on the branch
285772,car,road,768,1024,2,160,265,332,0,1023,136,344,A car is on the road is on the road
285772,elephants,elephants,768,1024,302,337,130,177,339,381,108,145,Elephants is in another enclosure
285773,lights,lights,1024,683,224,465,4,87,24,98,367,507,Lights is on the ceiling
285794,man,moustache,1024,681,111,389,386,582,245,275,440,456,A man with a moustache is on the poster
1592324,Black tights,Black tights,1024,680,257,331,682,958,330,382,682,936,Black tights is on the girl's legs
285840,onion,garlic,768,1024,424,562,431,577,306,390,275,391,The garlic and the onion are the carrots between
285843,shirt,jeans,714,1024,118,513,360,712,420,829,431,713,Gray shirt and blue jeans is one boy wearing
285843,shirt,glasses,714,1024,881,1012,194,439,873,914,148,171,Red plaid shirt and glasses is boy on right wearing
285846,shirt,Writing,1024,682,417,616,56,353,461,578,123,222,Writing on shirt is green
285846,skateboard,man,1024,682,111,430,563,741,195,683,0,719,Man's skateboard is tilted
2383000,Wii,Wii,375,500,245,259,132,173,323,338,143,183,Playing Wii are the people doing in the photo
285849,buildings,buildings,1024,827,519,823,233,663,0,220,255,651,Buildings are in the background
285849,children,children,1024,827,256,326,677,805,159,237,652,760,Children are several people holding in their arms
285885,signs,signs,1024,768,37,201,15,111,317,505,1,85,The signs is blurry in the background
285891,laptops,laptops,445,640,278,458,197,321,167,281,183,268,Looking at their laptops are the men doing
285894,remotes,remotes,1024,687,472,650,761,831,305,525,561,715,Wii remotes are both children holding in their hands
285905,bottle,table,768,1024,295,348,330,550,84,550,517,764,The bottle on the table is half drank
285911,Computers,Computers,768,1024,500,716,207,505,141,363,383,579,Computers is on the desk
285929,Markers,Markers,683,1024,295,311,239,257,697,706,310,319,Markers are they using to draw
285929,vases,vases,683,1024,596,783,99,545,251,446,58,532,Pail of vases is large
2383087,phone,phone,375,500,106,158,262,280,196,248,342,375,A phone is the woman holding
2383101,gloves,gloves,375,500,233,295,2,108,275,343,1,67,Gloves are on their hands
285956,curtain,curtain,288,432,1,76,0,165,345,431,0,200,The light colored curtains is drawn in the picture
285963,drifts,drifts,1024,819,592,660,569,686,475,507,582,650,Snow drifts is behind the skier
285963,boots,boots,1024,819,321,402,747,874,501,583,716,812,Yellow boots is the skier wearing
285977,roots,roots,428,640,0,68,189,229,0,71,220,257,Roots is attached to the greens on the table
285983,Skateboards,Skateboards,675,1024,396,464,364,539,774,842,262,404,Skateboards are two of the men holding
285996,building,window,768,1024,0,1023,2,759,507,721,230,479,Window on building is barred
286004,Buildings,Buildings,1024,682,2,286,2,234,436,686,0,356,Buildings is reflected
286020,She,sunglasses,640,640,0,639,0,639,173,454,203,301,She is wearing black sunglasses and smirking is she doing
286044,umbrellas,tents,768,1024,124,369,205,289,394,581,201,443,Tents and umbrellas is shielding the sun
286074,arrows,arrows,683,1024,632,690,482,507,849,967,561,614,White arrows is painted on the streets
286080,Jeans,shirt,768,1024,223,301,319,412,182,299,236,353,Jeans and dark blue shirts are they wearing
286092,t-shirt,pants,683,1024,317,692,23,394,476,711,229,623,Baggy black t-shirt and cargo pants is the man wearing
286099,dogs,dogs,480,640,466,561,102,249,541,639,95,227,Two women and dogs is behind the children
286099,They,They,480,640,386,538,14,177,542,639,1,182,They are sitting back and smiling are the two older individuals doing
2383260,skis,skis,332,500,140,207,224,278,122,195,220,270,Skis are the sticks on the man's feet
2383271,horses,horses,500,335,155,284,185,455,62,311,223,463,Horses are those animals
2383356,headlights,headlights,281,500,29,42,185,201,149,163,190,205,Headlights is glowing orange
2383458,bear,grass,281,500,8,416,98,266,0,500,0,281,A bear laying in grass is the picture of
498360,streaks,streaks,534,800,1,427,370,422,0,425,368,482,Streaks on snow is blue
2383507,horse,horse,333,500,135,262,178,240,323,461,178,240,Riding the horse are the women doing
2383509,Traffic lights,Traffic lights,360,500,123,152,69,85,262,296,65,79,Traffic lights is lit green
2383520,woman,coat,375,500,176,259,86,361,176,238,122,272,Woman's coat is dark red
2383528,sneakers,sneakers,332,500,200,211,276,289,225,244,278,288,Sneakers is on the woman's feet
2383532,tennis shoes,tennis shoes,500,333,88,139,400,453,161,204,426,466,Tennis shoes is the lady wearing on her feet
2383621,hot dog,hot dog,375,500,0,178,175,226,368,499,180,230,Hot dog is the meat on this bun
2383672,Toilets,Toilets,500,375,32,166,171,303,178,331,144,354,Toilets is in the photo
2383810,parking meters,parking meters,375,500,43,115,47,234,111,193,40,242,Parking meters is on the pole
2383856,donut,donut,333,500,72,387,20,204,232,425,189,311,Donut is the bread of the sandwich
2383866,tomatoes,tomatoes,299,500,337,454,158,231,171,262,224,289,Tomatoes is the red food
2383901,aprons,aprons,333,500,134,189,99,202,22,51,100,125,Aprons are the white items the women wear
2384148,signs,signs,500,335,0,131,109,223,22,132,150,266,Street signs is green
2384151,helmets,helmets,333,500,221,270,6,38,127,159,109,127,Helmets are they wearing on their heads
2384170,skies,skies,334,500,315,366,184,246,111,200,128,184,Skies is he holding
2384178,mittens,mittens,400,500,188,229,41,114,338,390,68,163,Mittens is on the person's hands
2384228,train tracks,train tracks,327,500,277,487,153,330,55,412,182,327,Train tracks is the train travelling on
2384241,birds,birds,239,359,0,149,54,240,74,215,33,211,Birds are these animals
2384340,elephants,elephants,375,500,39,385,76,321,97,328,148,295,Two elephants is in the picture
2384340,chains,chains,375,500,125,229,297,326,232,299,270,296,Chains are the elephants wearing on their legs
2384410,remotes,remotes,464,500,6,98,205,330,208,302,21,192,Remotes are they holding
2384422,Sandals,Sandals,375,500,386,417,301,320,415,438,283,303,Sandals is the woman wearing on her feet
2384428,wood,beach,334,500,193,225,193,203,106,403,181,235,A piece of beach wood is used as the seat on the chair
2384706,cars,cars,389,500,247,498,143,212,111,241,154,212,Bottom half of the cars is brown
2384710,dessert,dessert,500,333,123,211,381,464,289,331,292,374,Getting ready to eat dessert is the girl doing
2384788,tents,tents,375,500,82,216,75,110,204,348,67,107,Tents is in the background
2384884,pans,pans,500,375,262,376,336,390,245,367,295,340,2 pans is on the cooker
2384884,towels,towels,500,375,199,259,386,499,172,202,371,497,Two towels is hanged on the cooker door
2384921,lamps,lamps,375,500,264,282,123,155,173,201,85,132,Two lamps is hanging from the ceiling
2384959,wheels,wheels,500,375,297,317,413,441,161,178,487,500,Wheels is underneath of the bed
2385045,Giraffe,Giraffe,333,500,0,311,18,332,361,500,201,333,Giraffe is the animal
2385065,pastries,pastries,281,500,373,488,175,262,287,397,185,261,Pastries is on the plate
2385183,wristbands,wristbands,400,500,326,339,161,180,82,94,161,177,Wristbands is she wearing on her wrist
2385354,shoes,shoes,500,332,93,150,416,463,202,267,435,464,Shoes is red
2385494,Shoes,Shoes,479,500,392,460,350,393,312,354,407,446,Shoes is green
2385566,dogs,dogs,317,500,239,337,67,154,118,413,92,313,Dogs is in front of the man
2385626,dog,mouth,334,500,14,499,54,322,30,130,141,229,Dog's mouth is open
2385722,Rocks,Rocks,335,500,250,291,186,208,189,212,176,191,Rocks are the big grey rounded objects on the grass
2385722,people,people,335,500,340,365,162,201,230,244,158,172,People to sit on are the benches for
2385794,couch,couch,172,500,327,391,73,132,26,161,93,170,A couch is brown
2385807,artwork,work,375,500,401,472,123,219,326,384,127,216,Artwork are the two items on the wall
2385945,washer,dryer,334,500,0,282,75,330,276,399,108,257,Washer and dryer is closest to the front
2385975,buildings,buildings,497,500,0,227,0,497,299,500,136,497,Buildings are the umbrellas between
2386013,beards,beards,333,500,159,228,107,156,304,343,133,160,Beards is on their faces
2386119,clock,clock,500,375,175,273,258,358,100,145,271,376,A clock is in the tower
2386183,mountains,mountains,333,500,0,181,155,290,211,371,209,288,Mountains is in the background
2386224,watches,watches,500,375,90,98,209,246,82,89,210,246,Pocket watches is the man have in his coat
2386239,tracks,tracks,500,289,56,289,109,271,118,289,109,157,Train tracks is to the right of the sidewalk
2386337,horses,horses,375,500,114,175,204,257,382,461,193,251,Riding horses are the women doing
2386347,raquets,raquets,337,500,318,381,152,192,278,334,209,244,Tennis raquets are the players holding
2386395,uniforms,uniforms,334,500,187,258,150,275,259,324,161,274,Uniforms are the men wearing
2386402,pizza,pizza,375,500,282,435,132,274,103,235,50,153,Pizza is the entree
2386448,Signs,Signs,500,375,140,235,110,238,130,229,293,435,Signs is on the tree
2386538,lines,lines,500,420,115,418,259,372,339,419,201,221,Inbound lines are the white lines on the ground for
2386542,country flag,country flag,301,500,425,447,194,253,472,485,190,229,Their country flag is on the table beside each official
2386660,tables,tables,331,500,88,170,272,292,370,450,270,282,Tables is round
2386706,Traffic lights,Traffic lights,500,333,239,256,214,227,254,262,320,333,Traffic lights is in the photo
2386767,fan,window,372,500,281,328,89,105,198,396,0,100,Fan under the window is black
2386845,Windows,Windows,159,240,0,58,16,83,57,115,26,82,Windows is seen above the sink in this photo
2386902,trunk,tree,375,500,454,500,1,142,336,499,0,147,A trunk of a tree is visible in the upper right corner
2387069,kite,kid,500,490,207,250,21,36,233,250,425,468,Helping her kid fly a kite is she doing
2387071,man,moped,500,375,71,156,105,293,0,375,132,500,A man and a moped is in the picture is in the picture
2387101,baskets,baskets,500,333,144,191,327,367,250,300,332,377,Baskets is under the sink
2387119,poles,poles,500,374,45,111,123,435,45,111,123,435,Ski poles is the skier holding
2387128,woman,woman,500,295,122,158,47,146,122,157,60,105,The other woman's coat is pink
2387324,sneakers,sneakers,500,371,67,135,377,417,38,98,368,405,Sneakers is black
2387360,suit,tie,500,375,0,369,280,500,31,135,349,500,A suit and tie is the man wearing
2387621,caps,caps,333,500,344,401,21,59,20,101,176,251,Caps are the men wearing on their heads
2387775,remotes,remotes,375,500,262,274,226,265,240,259,157,165,Remotes are the man and boy holding
2387775,sofas,sofas,375,500,201,500,217,375,288,500,160,277,Sofas are the people sitting on
2387832,Hats,Hats,375,500,140,224,0,109,287,352,0,97,Party Hats are the babies wearing on their heads
2387893,sidewalk,sidewalk,375,500,0,500,307,337,0,500,248,269,Sidewalk is the path the people are walking on
2387938,trees,trees,375,500,0,200,0,358,0,499,0,373,Trees is green
2387960,breakfast,breakfast,391,500,208,440,146,286,292,454,56,131,Breakfast is the focus
2387975,birds,birds,375,500,16,373,94,322,138,315,131,346,Birds is the foreground statue of
2388015,chopsticks,chopsticks,375,500,190,460,187,318,181,456,173,318,Chopsticks are the long objects in the bowl
2388076,tennis rackets,tennis rackets,333,500,299,469,138,226,169,198,300,332,Tennis rackets are they holding in their hands
2388112,Motorcycles,Motorcycles,375,500,68,278,147,292,153,233,146,212,Motorcycles is being washed
2388116,clock,clock,500,332,149,274,228,364,51,126,243,389,A clock is on each side of the tower
2388117,Sweat suits,Sweat suits,375,500,97,207,117,257,180,241,99,188,Sweat suits are the girls wearing
2388183,cardboard container,cardboard container,438,500,0,290,64,287,136,399,80,288,Cardboard container is holding the apples
2388257,elephant,tail,331,500,202,335,185,248,203,222,208,230,The little elephant's tail is the big elephant holding with its trunk
2388293,signs,signs,382,500,138,148,249,316,383,393,243,303,Signs is on the sidewalk
2388339,trunk,trunk,500,375,227,283,278,385,113,192,266,372,Swimming trunks are the men wearing
2388397,houses,houses,333,500,175,240,122,166,207,259,130,176,Houses is behind the buses
2388493,skates,skates,500,375,79,143,366,420,153,223,381,433,Skates is on the bear's feet
2388573,toast,toast,375,500,61,159,90,154,56,143,77,111,Toast is in the basket
2388698,black shirt,pants,375,500,156,308,23,135,100,261,98,280,Black shirt and pants is the boy on the skateboard wearing
2388843,horses,horses,332,500,5,181,120,273,195,500,58,264,Horses are these animals
2388924,hills,hills,375,500,376,500,47,100,243,448,53,100,Hills is the land feature in the background
2389057,mosquito nets,mosquito nets,333,500,4,371,0,303,245,455,80,226,Mosquito nets is hanging above the beds
2389152,glasses,glasses,333,500,234,248,137,142,163,178,141,145,Glasses are the ladies looking through
2389174,phones,phones,281,500,238,276,182,212,174,193,154,161,Phones are the people looking at
2389325,hose,hose,375,500,168,254,237,375,0,66,256,341,Water hose is lying on the ground
2389393,bun,sausage,333,500,0,275,121,331,1,256,162,332,A sausage on a bun is the sandwich
2389534,pizza,pizza,333,500,163,193,193,239,234,281,232,269,Pizza are they eating
2389545,water,water,500,333,132,145,260,266,266,272,263,272,Water is beyond the fence
2389559,Elephants,Elephants,500,348,1,261,18,490,74,310,102,354,Elephants are these animals
2389559,trunks,trunks,500,348,166,262,139,489,263,311,181,354,The elephant's trunks are the long hose-like projections
2342519,eyes,eyes,500,375,232,251,162,189,168,195,205,221,Eyes is orange
2389732,umbrella,umbrella,332,500,65,144,124,150,327,405,151,195,An umbrella are the people holding
2389733,elephants,elephants,333,500,247,421,136,232,11,302,0,236,Elephants is in the grass
2389824,cow,cow,500,375,34,344,66,465,0,44,107,332,The cow is brown
2389824,feed tray,feed tray,500,375,238,350,280,333,6,88,264,333,The feed tray is black
2389904,hot dogs,hot dogs,333,500,169,230,180,226,285,349,133,172,Hot dogs are they eating
2389988,pastries,pastries,375,500,30,451,70,359,268,499,0,201,Two pastries is on the paper towels
2390028,dogs,dogs,333,500,147,219,107,262,251,447,74,292,Dogs is in the water
2390069,horns,horns,375,500,55,70,158,170,65,75,157,169,Horns is on the gazelle's head
2390095,dogs,dogs,282,500,255,365,143,240,180,256,132,222,Dogs is sitting on the bench
2390174,clock,clock,500,375,220,245,158,192,276,301,152,184,Clock is on the tower
2390174,roof,roof,500,375,0,225,314,416,23,166,327,377,Roof is green
2390224,trees,trees,335,500,76,238,0,127,0,63,0,99,Trees is in the background
2390294,trains,trains,333,500,0,263,58,312,232,341,107,198,Trains is in the picture
2390315,alex,alex,333,500,119,180,182,198,306,343,145,188,Alex is written on the side and front of the train
2390323,rocks,rocks,375,500,0,124,261,375,183,500,242,375,Two large rocks is gray
2390358,man,tie,500,375,0,375,0,500,67,294,122,499,Man's tie is tied in a knot
2390418,Towels,Towels,333,500,172,365,127,250,23,173,123,208,Towels are the swans made of
2390494,horse,woman,393,500,76,364,141,352,209,261,89,268,A woman is riding a horse is happening in this photo
2390681,Tires,Tires,375,500,314,353,282,311,342,360,248,264,Tires is around the telephone pole
2390711,stop light,stop light,500,411,341,368,199,225,61,95,186,213,A stop light is behind the sign
2390794,buildings,buildings,375,500,0,16,52,165,17,84,91,166,Buildings is in the background
2390817,cats,cats,406,500,236,465,54,373,22,181,70,333,Cats is sitting in the window
2390817,curtains,curtains,406,500,0,383,0,406,430,498,0,406,Curtains is covering the cats
2390881,giraffes,giraffes,500,334,49,212,136,475,65,283,58,410,Two giraffes is this a photo of
2390992,Pizza,Pizza,333,500,149,248,154,242,230,337,162,226,Pizza is on the plate
2391131,cell phones,cell phones,333,500,205,396,16,203,112,302,129,308,Cell phones are the items on the table
2391139,sign,sign,500,333,67,120,253,321,44,127,173,256,A sign is white and black
2391214,trees,trees,332,500,252,334,2,256,314,498,3,326,Trees is in the background
2391216,horse,cart,281,500,264,475,72,271,43,223,23,260,Resting in the cart that the horse pulls are the father and son doing
2391283,skateboards,skateboards,375,500,183,242,315,331,237,326,307,326,Skateboards are the people skating on
2391312,Wood,Wood,500,333,141,311,0,41,258,333,21,55,Wood is on the ceiling
2391479,bike,bike,335,500,0,353,73,333,172,392,0,335,Standing around the bikes are the people doing in the picture
2391534,surfboard,surfboard,333,500,63,499,65,331,0,201,188,272,A surfboard is the man holding
2391535,Wii,Wii,500,375,203,376,210,307,0,177,232,447,Wii are the two people playing
2391535,Controllers,Controllers,500,375,203,376,210,307,0,177,232,447,Controllers are the two people holding
2391535,plant,plant,500,375,0,104,347,500,62,133,429,499,A plant is on the window
2391549,wii,wii,500,332,52,115,115,140,269,327,112,139,Playing with a Wii are the women doing
2391721,wood,wood,333,500,52,290,150,196,58,325,216,238,It is made of wood is the bench made of
2391738,cover,cover,500,325,7,167,107,330,184,265,111,194,Cover is on the elephant
2391826,teeth,teeth,365,500,272,287,187,194,463,477,172,182,Brushing teeth are both men doing
2391881,Towels,Towels,500,332,201,224,376,428,197,216,424,467,Towels is under the counter
2391882,bags,bags,334,500,97,210,193,316,0,121,210,332,Bags is she holding
2391946,mta,mta,500,334,169,187,446,459,22,36,448,460,"MTA is the short form of ""Metropolitan Transportation Authority"""
2391960,motorcycle,motorcycle,375,500,0,193,265,374,93,214,257,339,Motorcycle is painted orange
2391995,buildings,buildings,387,500,255,500,54,185,175,255,87,161,Apartment buildings is in the background
2392055,motorcycles,motorcycles,332,500,193,364,107,328,74,200,70,215,Motorcycles are the men riding
2392124,Zebras,Zebras,333,500,99,369,7,331,256,499,192,332,Zebras are they
2392203,sweatshirt,jeans,375,500,304,387,102,232,322,380,232,313,A sweatshirt and jeans is the man wearing
2392211,ropes,ropes,500,333,175,265,17,209,209,320,15,221,Ropes to parasail is in his hand
2392219,Tomatoes,Tomatoes,500,334,172,212,265,279,184,216,272,284,Tomatoes is the main person holding in his hand
2392368,horns,horns,333,500,272,321,18,66,235,272,13,66,Horns is on top of the giraffe's head
2392408,tires,tires,375,500,295,332,331,361,256,279,292,315,Tires is hanging off the side of the pier
2392484,airplane,airplane,333,500,244,296,129,143,256,443,164,223,Airplane is flying
2392519,hands,hands,342,500,300,332,95,141,306,333,95,147,Her hands is the woman holding in front of her face
2392602,bike,traffic man,334,500,213,349,156,276,244,380,106,302,Watching the traffic man fixing his bike is the rider doing
2392687,Cows,Cows,255,500,91,158,107,143,140,254,118,175,Cows is on the ground
2392760,shoes,shoes,500,375,198,214,482,498,234,252,483,496,Shoes is red
2392826,cars,cars,500,375,297,373,110,211,281,327,115,175,Cars is parked on the street
2392830,bikes,bikes,333,500,73,138,39,111,163,214,35,107,Bikes is on the car
2392843,tennis,tennis,250,500,11,20,117,130,258,268,118,130,Playing tennis are the women doing
2392849,horn,horn,375,500,131,142,1,16,145,155,1,16,Horn like growths are ossicones
2392870,Hotdogs,Hotdogs,374,500,297,323,198,273,376,395,215,294,Hotdogs is pink
2392965,Feet,Feet,360,320,95,169,249,343,150,247,249,312,Feet is pink
2392974,bicycles,bicycles,500,354,96,135,223,265,32,88,243,330,Riding bicycles are the people doing
2392989,Zebra,Zebra,375,500,264,314,178,208,9,34,195,240,Zebra are the striped animals
2393018,pizza,pizza,375,500,226,368,261,366,138,213,174,214,Pizza are they making
2393034,Umbrellas,Umbrellas,375,500,0,117,125,172,346,490,99,149,Umbrellas are two men holding their hands
2393090,buildings,buildings,284,500,0,335,0,209,323,496,0,215,Buildings is in the background
2393113,trains,trains,271,500,76,288,88,216,318,380,126,173,Trains is on the train tracks
2393143,Reflectors,Reflectors,399,500,280,289,307,317,305,313,336,344,Reflectors are on the wheels of the bicycle
2393196,Mirror,Mirror,375,500,66,151,219,310,235,466,0,374,Mirror is on the wall
2393279,shirt,shirt,375,500,257,337,171,216,267,324,178,213,Man's shirt is purple
2393408,plants,plants,500,375,248,275,378,408,246,290,471,499,Plants is in the planters on the ground
2393491,Helmets,Helmets,281,500,410,442,1,31,16,30,102,116,Helmets are the kids wearing on their heads
2393491,Elbow pads,Elbow pads,281,500,443,465,61,91,396,413,66,89,Elbow pads is the girl on the right wearing on her elbows
2393492,pictures,pictures,303,500,166,212,16,73,229,274,28,83,Pictures is hanging on the wall
2393502,water,glass,374,500,85,172,65,151,85,172,49,150,The is water in the clear glass is in the clear glass on the table
2393521,skis,skis,375,500,271,336,158,296,338,416,149,299,Skis are the people wearing
2393576,backpacks,backpacks,500,375,178,204,289,325,240,269,353,380,Backpacks are some of the tourists carrying on their backs
2393588,Pole,Pole,500,357,22,117,140,485,218,356,0,499,Pole is the sign on
2393871,shades,shades,332,500,378,498,31,236,2,373,52,205,Shades is on both sides of the train
2393970,rackets,rackets,333,500,239,275,175,207,328,360,108,166,Tennis rackets are the women holding
2393980,umbrellas,umbrellas,495,500,103,213,149,244,262,402,148,259,Umbrellas are the two people carrying
2393999,tires,tires,333,500,405,434,222,262,434,470,222,264,Two tires is on the back of the truck on the right hand side of the photo
2394055,tree,tree,500,399,0,245,50,500,306,399,166,326,Tree is orange and in the background
2394176,woman,coat,375,500,326,463,155,374,325,463,214,374,Woman's coat is purple
2394200,game controllers,game controllers,500,375,132,154,318,354,265,286,218,228,Game controllers are they holding in their hands
2394244,buildings,buildings,326,500,0,390,0,174,388,498,0,153,Buildings is in the background
2394324,Cellphones,Cellphones,375,500,278,323,151,215,95,134,153,208,Cellphones is the man holding
2394324,cell phone,cell phone,375,500,278,323,151,215,95,134,153,208,A cell phone is the man holding in each hand
2394380,ski poles,ski poles,332,500,357,387,194,331,178,293,150,330,Ski poles is in the man's hands
2394437,towels,towels,375,500,306,347,127,196,347,394,123,195,Towels is hanging on the towel rack
2394517,poles,poles,333,500,281,369,113,139,333,467,115,164,Ski poles is the man holding
2394565,horses,horses,374,500,178,327,147,285,239,346,176,278,Horses are the men sitting on
2394581,window,window,500,349,124,148,389,432,204,229,391,432,A window is on either side of the clock
2394596,rackets,rackets,375,500,71,191,351,374,211,437,303,352,Tennis rackets are the two people holding in their hands
2394733,cakes,cakes,500,467,33,338,18,170,142,355,218,372,Cakes is this a photo of
2394809,elephants,elephants,375,500,241,387,121,280,45,166,146,258,Elephants is in the picture
2394817,glasses,glasses,375,500,136,154,275,303,147,168,281,313,Two glasses is on the basin
2394834,bicycles,bicycles,374,500,45,111,315,365,137,182,302,348,Bicycles is on the dirt
2394860,silverware,silverware,281,500,407,499,47,280,0,25,13,104,Silverware is next to the plate
2394864,table,table,500,500,185,460,222,419,416,499,201,313,The table is brown
2394941,dogs,dogs,500,332,91,124,305,370,144,184,321,403,Walking his dogs is the man doing
2394961,planes,planes,333,500,158,257,249,288,4,259,77,187,Planes is in the sky
2395000,elephants,elephants,334,500,353,436,188,248,220,267,172,219,Elephants are the people looking at
2395084,giraffes,giraffes,500,334,81,205,50,202,204,218,109,203,The giraffes is the girl looking at
2395174,cats,cats,334,500,0,249,19,334,284,499,57,334,Cats is in the photo
2395218,Curtains,Curtains,500,375,0,77,0,500,255,375,0,500,Curtains are the black objects in the picture
2395236,ski poles,ski poles,333,500,291,339,119,149,214,258,145,187,Ski poles is the skier holding
2395306,hands,hands,500,375,146,159,475,490,13,24,471,498,Holding hands is the woman in pink doing to the man in gray
2395312,Helmets,Helmets,366,500,291,371,33,98,70,120,60,97,Helmets are they wearing on their heads
2395376,signs,signs,500,375,325,374,128,174,330,375,92,120,Street signs is in the background
2395441,sandals,sandals,500,333,151,188,366,392,153,189,412,429,Sandals is the girl wearing on her feet
2395453,Luggages,Luggages,344,500,287,498,91,342,236,331,126,341,Luggages is in front of the woman
2395563,mountains,mountains,327,500,435,500,27,105,303,429,18,110,Mountains is in the background
2395622,sneakers,sneakers,375,500,400,452,300,336,438,484,308,350,Sneakers is he wearing
2395647,Dogs,Dogs,276,500,181,216,146,171,161,194,141,165,Dogs is brown
2395648,ski poles,ski poles,333,500,287,296,57,260,72,166,127,191,Ski poles is the skier holding in her hands
2395750,woman,umbrella,297,500,164,328,48,290,300,389,0,77,A woman holding an umbrella is the statue
2395764,pond,pond,375,500,0,499,269,302,166,497,332,373,A pond are the zebras that are drinking standing in
2395768,signs,signs,375,500,63,405,106,234,259,366,0,103,Street signs is green
2395907,Legs,Legs,375,500,410,444,256,296,20,56,252,287,Legs is holding up the bench
