ImageID,LabelName1,LabelName2,ImageHeight,ImageWidth,XMin1,XMax1,YMin1,YMax1,XMin2,XMax2,YMin2,YMax2,ReferringExpression
new510,chair,lamp,600,800,659,796,360,598,619,744,222,578,chair next to lamp
new511,head board,wall,600,800,233,681,163,359,219,671,20,155,head board be attached to wall
new512,lamp,shade,600,800,102,192,137,328,93,189,137,225,lamp has shade
new514,plant,porch,600,800,111,305,277,529,397,591,444,545,plant on porch
new515,phone,table,600,800,241,262,419,470,212,376,453,593,phone on table
new516,bookshelf,book,600,800,335,538,51,387,397,406,252,297,bookshelf filled with good book
new517,picture,bed,600,800,377,551,98,215,139,649,323,598,picture above the bed
new519,photo,bedroom,600,800,14,791,9,579,11,799,9,595,pic of the bedroom
new523,cabinet,sink,600,800,303,784,280,599,252,794,135,319,cabinet under sinkhole
new524,stove,knobs,600,800,232,567,206,596,391,560,330,416,stove get knobs
new525,faucet,sink,600,800,5,145,429,510,5,343,427,598,faucet on sink
new526,book,shelf,600,800,727,798,461,537,585,799,447,580,holy writ is on shelf
new527,floor,floor,600,800,2,704,401,599,2,704,401,599,floor wooden trading floor
new528,chair,bed,600,800,71,301,295,555,297,624,267,498,chairwoman by bed
new529,dishwasher,counter,600,800,1,158,307,534,3,176,232,311,dishwashing machine under counter
new530,car,road,600,800,92,541,358,579,636,767,482,591,automobile on road
new531,table,leg,600,800,353,537,253,491,373,405,329,483,table has leg
new532,pillow,bed,600,800,258,411,192,345,1,572,73,600,pillow is on top of bed
new533,light,desk,600,800,694,755,170,211,413,723,252,598,visible radiation on desk
new534,paper,wall,800,600,64,188,585,743,3,600,3,795,report on wall
new536,chair,floor,600,800,347,509,269,479,64,729,407,599,chair on floor
new537,socket,wall,600,800,281,309,396,430,2,313,5,598,socket fixed on bulwark
new538,lamp,desk,600,800,498,606,206,245,432,680,321,565,lamp is on top of desk
new539,car,driveway,600,800,276,583,309,482,2,386,248,554,car in drive
new540,plant,shelf,600,800,169,285,182,249,150,289,237,290,plant on ledge
new541,window,building,600,800,318,391,102,196,3,395,2,372,window on construction
new542,carpet,floor,600,800,163,541,494,595,10,659,525,598,carpeting is on floor
new543,blow dryer,wall,600,800,537,599,39,167,519,798,1,373,blow dryer hanging on bulwark
new544,room,bed,427,640,23,612,12,401,53,384,162,388,way has bed
new545,wall,bed,600,800,1,307,3,420,14,485,280,600,wall behind the seam
new547,saucer,table,600,800,12,70,395,414,1,314,329,491,saucer on board
new549,pineapple,bowl,600,800,49,100,168,197,56,125,197,224,pineapple inside of trough
new550,bowl,table,600,800,251,336,371,435,82,473,394,574,bowl on tabular array
new552,pillow,sofa,600,800,222,313,211,308,93,522,205,389,pillow on sofa
new553,area,bar,600,800,35,744,269,597,17,479,248,335,domain with bar
new554,picture,wall,600,800,635,793,6,304,260,766,4,422,picture on rampart
new555,a wall,a building,770,800,650,750,43,111,349,437,43,104,a rampart on the position of a building
new556,plate,table,641,800,457,526,391,422,194,622,318,584,plate on the table
new557,window,dining room,768,606,161,236,134,257,0,605,0,766,window is inside of dine room
new558,director chair,wood,521,512,174,299,324,513,172,296,354,513,director chair has woodwind
new559,flower,vase,800,569,78,135,397,457,49,144,435,565,flower in vase
new560,rung,ladder,800,576,107,123,265,274,89,159,235,533,rung on run
new561,dog,nose,600,800,135,770,45,595,163,192,234,267,dog has nose
new562,shelf,fridge,600,800,477,638,41,572,257,486,62,554,shelf side by side to fridge
new563,microwave,counter,256,256,11,123,18,101,1,256,168,241,micro cook above counter
new565,bottle,shelf,800,658,123,152,168,258,31,200,243,290,bottle on ledge
new566,a wall,a building,600,800,670,754,28,96,410,496,36,105,a wall on the side of a construction
new567,pillow,couch,600,800,513,592,259,317,262,650,188,346,pillow is on couch
new568,chair,table,600,800,228,535,69,579,0,249,174,599,chair next to tabulate
new569,gold trim,gold trim,600,800,315,773,2,266,315,773,2,266,gold trim around paint gold trim
new570,bread,table,600,800,608,761,208,287,18,792,159,595,bread on table
new571,picture,frame,600,800,103,233,10,279,104,232,8,280,picture is in a frame
new572,items,living room,600,800,275,304,125,251,3,800,4,598,items in living room
new573,sausage,glass,600,800,718,774,479,549,40,799,89,599,sausage behind glass
new574,chair,wheel,652,800,493,636,223,437,593,613,409,433,chairwoman has wheel
new575,chair,blanket,600,800,553,765,217,562,655,762,219,486,chair with blanket
new576,passengers,boat,600,800,563,754,261,392,456,774,311,423,rider sitting on boat
new577,window,building,800,600,16,46,206,312,3,210,0,513,window on building
new578,bottle,table,600,800,476,499,238,328,287,469,393,467,bottle is on superlative of table
new579,car,road,600,800,67,478,269,417,1,800,275,599,car on the route
new581,awning,patio,600,800,27,248,5,131,40,249,82,188,awning hanging over the patio
new582,wall,building,600,800,200,421,154,328,4,797,2,434,rampart on building
new583,light,vehicle,600,800,163,195,380,400,95,252,341,419,light on fomite
new584,elephant,water,256,384,38,135,106,180,7,383,135,254,elephant in the water
new585,taxi,pedestrian crossing,600,800,565,762,428,559,3,776,484,596,taxi approaching pedestrian crossroad
new586,woman,sidewalk,600,800,637,682,336,499,327,799,428,597,woman stand on the sidewalk
new587,cab,street.,600,800,203,369,331,404,0,745,304,504,taxi on street.
new588,woman,shirt,600,800,375,443,266,438,380,420,284,351,woman in shirt
new589,street light,sidewalk,600,800,105,158,55,161,2,205,452,487,street light over the sidewalk
new591,park bench,park bench,800,600,1,96,477,798,1,96,477,798,park bench get park bench
new592,plant,dirt,600,800,338,360,455,474,267,315,503,533,plant in grunge
new593,woman,purse,600,800,33,202,38,337,33,89,131,224,woman make purse
new594,woman,rain jacket,800,600,365,392,487,599,369,395,489,536,woman take on rain jacket
new595,sign,sidewalk,486,648,321,344,254,279,1,647,234,329,sign on the pavement
new596,taxi,street,800,600,379,600,559,688,3,601,663,792,taxi on street
new597,van,street,800,600,3,97,505,597,2,418,512,796,van on the street
new598,sidewalk,food kiosk,600,800,2,386,237,595,219,790,2,597,sidewalk give food kiosk
new599,flag,building,600,800,400,444,28,143,138,800,4,359,pin hanging from building
new600,person,sidewalk,600,800,576,592,349,392,3,799,376,439,individual is walking on sidewalk
new602,building,window,600,800,511,649,1,234,550,570,179,204,building has windowpane
new603,person,sidewalk,600,800,385,423,319,408,21,748,336,598,person on pavement
new604,window,building,600,800,97,130,208,227,41,259,26,309,windowpane is on building
new605,taxi,road,800,600,1,143,521,599,1,593,527,795,taxi is driving down route
new606,windows,buildings,800,600,324,550,64,377,6,550,64,558,windows on the edifice
new607,window,building,800,600,84,150,363,432,84,350,52,431,window on the building
new608,sidewalk,taxi,600,800,167,799,366,599,152,407,332,470,sidewalk next to the taxi
new609,person,pond,600,800,22,111,339,414,22,391,448,595,somebody wearing near pond
new610,person,backpack,600,800,339,421,318,478,370,415,348,400,person has knapsack
new611,car,street,600,800,3,288,359,499,1,771,352,599,railway car is on top of street
new612,rear light,bus,600,800,671,679,355,367,647,708,350,396,rear light on autobus
new613,wheel,cart,600,800,666,729,373,414,527,710,312,431,wheel on handcart
new614,bushes,trees,600,800,463,636,387,453,317,788,113,443,bushes under tree
new615,trash bin,sidewalk,600,800,162,204,359,437,7,410,361,597,trash bin on sidewalk
new616,fence,fountain,600,800,502,765,293,373,284,606,158,323,fence in front of fountain
new618,person,sidewalk,600,800,1,84,212,439,6,799,365,598,person walking on the pavement
new619,person,crosswalk,600,800,688,733,224,353,625,799,315,494,person in the crossover
new620,man,bike,600,800,257,319,290,439,277,325,356,463,man riding wheel
new621,building,window,600,800,1,181,1,385,37,107,75,189,building has windowpane
new622,woman,bag,600,800,485,566,418,598,439,531,472,598,woman carrying bagful
new623,person,staircase,600,800,549,573,337,395,186,573,364,598,person at staircase
new624,person,child,600,800,709,800,64,395,722,800,41,140,person carry child
new625,van,street,600,800,253,400,45,130,441,800,123,323,vanguard in street
new626,van,trafficlight,600,800,252,550,317,453,551,576,39,99,van drive under the ` trafficlight
new627,flag,building,600,800,474,523,1,108,491,583,7,364,iris on building
new629,flag,pole,600,800,530,552,185,270,535,555,158,291,flag on pole pole
new630,window,building,800,600,167,176,136,149,121,195,101,472,window constitute on building
new631,flag,building,600,800,224,257,77,149,1,214,0,600,sword lily on building
new632,number,building,600,800,349,357,204,233,2,699,2,415,routine on building
new633,woman,street,600,800,264,328,417,567,3,796,429,599,cleaning lady walking on street
new634,Panasonic logo,letters,800,600,223,397,224,244,238,395,229,236,Panasonic logotype written in letters
new635,square,window,600,800,341,389,352,409,397,414,352,387,square on the windowpane
new636,building,window,600,800,176,800,0,406,470,488,79,131,construction with window
new637,carpet,ground,600,800,87,798,265,597,88,799,267,599,carpet on the primer
new638,woman,shirt,600,800,157,225,136,415,157,221,179,272,char wearing shirt
new639,shirt,shirt,533,800,327,457,300,510,327,457,300,510,shirt on the shirt
new640,picture,wall,533,800,580,779,144,415,538,646,47,141,picture on wall
new641,hat,post,600,800,360,441,63,142,377,413,125,313,hat hanging on a post
new642,window,plane,469,700,470,480,234,249,395,653,193,284,windowpane on plane
new643,pole,runway,600,800,116,142,310,457,1,793,484,592,rod on runway
new644,window,airplane,600,800,319,343,289,325,0,672,196,473,windowpane on airplane
new645,people,trucks,600,800,35,340,356,535,3,539,181,451,citizenry near trucks
new646,plane,ground,600,800,257,555,260,421,288,501,391,441,planer is on ground
new647,building,windows,600,800,178,799,110,469,582,627,219,250,building take windows
new649,window,building,600,800,54,121,254,395,1,298,3,517,window on a building
new650,person,container,600,800,95,173,284,513,153,178,392,429,soul in container
new651,rock,ground,600,800,257,301,492,522,1,798,158,600,rock on tiptop of the ground
new652,man,shoes,600,800,376,701,101,547,427,546,462,548,man wearing skid
new653,cabin,woods,600,800,291,734,175,481,1,798,0,596,cabin be in woods
new654,trail,mountains,600,800,220,765,305,597,4,474,2,284,trail in the mountains
new655,clouds,sky,600,800,126,356,92,222,2,740,14,160,cloud are in sky
new656,grass,shrub,600,800,576,698,442,485,397,461,419,473,grass beneath the bush
new657,people,beach,600,800,607,743,245,433,554,789,195,546,people on beach
new659,buffalo,road,600,800,314,573,281,485,3,800,421,597,old world buffalo near road
new660,Tree,mountain,600,800,186,221,195,263,1,797,0,290,Tree on mountain
new661,road,grass,600,800,84,384,417,533,164,281,391,426,road by grass
new662,food,shop,600,800,3,791,88,595,1,800,1,598,food in shop
new664,plate,table,600,800,694,794,418,543,0,788,402,591,plate on mesa
new665,filling,pie,600,800,243,393,140,188,171,608,39,229,filling in proto indo european
new666,stone,wall,600,800,376,406,491,514,1,799,396,596,harlan f. stone on wall
new667,bag ,arm,600,800,56,116,429,495,95,128,388,481,suitcase on an arm
new668,person,sidewalk,600,800,269,397,286,575,411,751,469,587,person standing on sidewalk
new669,boat ,water,600,800,362,384,417,434,84,233,469,566,boat on the water
new670,building,steeples,600,800,105,373,327,484,165,324,341,374,construction has steeples
new672,building,building,600,800,2,117,391,455,508,800,358,471,construction to the right of building
new673,windows,building,600,800,427,472,327,360,486,562,257,346,window in building
new674,window,building,600,800,129,186,85,154,0,356,1,540,window on the construction
new675,man,shirt,600,800,272,417,259,425,291,393,270,336,man has shirt
new676,chair ,room,600,800,198,232,393,443,154,326,239,599,electric chair in the room
new677,letter, sign,600,800,246,257,241,255,239,282,240,258,letter on signaling
new680,bird,sand,533,800,36,553,88,489,25,798,0,530,bird on sand
new681,bird,water,600,400,49,284,116,317,9,388,285,394,razz standing in water
new682,seal,eye,533,800,530,757,76,467,641,668,360,397,stamp has eye
new683,reptile,stripes,533,800,209,401,417,532,286,334,462,526,reptile with banding
new684,man,water,434,800,355,470,137,271,2,799,0,432,man standing in water
new685,squirrel,ear,533,800,234,667,57,488,325,358,156,200,squirrel has ear
new686,tail,squirrel,533,800,204,398,107,247,211,385,167,325,backside of squirrel
new687,hoof,giraffe,800,534,279,310,637,659,96,468,143,691,hoof attached to giraffe
new689,portion,sky,534,800,1,730,185,324,4,786,13,346,portion of sky
new690,mountain,tree,534,800,22,793,287,357,166,465,139,427,mountain behind sir herbert beerbohm tree
new691,eye,cheetah,801,534,200,246,113,151,3,379,56,390,eye of a cheetah
new692,black spot,leopard,534,800,581,597,114,130,335,776,77,353,black bit on leopard
new693,bull,horn,534,800,100,581,34,509,494,579,47,102,bull has tusk
new694,lion,ear,533,800,203,391,343,513,247,311,366,436,lion have ear
new695,animal,water,533,800,272,304,373,418,3,798,349,530,animate being in water
new696,baby,monkey,600,400,129,212,300,402,51,338,90,442,baby with monkey
new697,bridge,river,800,600,381,498,357,409,379,481,415,496,nosepiece is over river
new698,pavement,white lines,600,800,5,800,346,596,610,734,499,596,pavement has white line
new699,light,pole,600,800,508,526,202,215,437,493,206,472,light on the celestial pole
new700,car,red tail lights,600,800,201,274,456,516,204,273,475,492,car has red arse lights
new701,highway,area,600,800,188,777,351,564,83,798,144,540,highway in area
new702,cloud,sky,600,800,244,413,136,280,419,632,28,155,cloud in sky
new703,tower,hillside,600,800,299,324,253,285,175,599,261,410,tower on hillside
new704,ramp,railing,600,800,478,731,392,470,506,667,402,432,ramp take railing
new705,reflection,boat,600,800,124,694,456,599,118,692,319,528,reflection of the gravy boat
new706,boats,water,600,800,2,799,209,461,1,798,354,598,boats on the h2o
new707,boat,water,600,800,409,530,445,501,314,388,526,564,boat on top of water
new708,cage,dock,600,800,221,306,381,451,79,703,376,502,cage is on docking facility
new709,boat,water,600,800,56,248,381,425,0,795,366,593,gravy boat on water
new710,building,water,600,800,29,311,332,440,200,492,431,570,edifice across water
new711,line,street,600,800,3,793,450,522,2,800,429,597,line painted on street
new712,car,road,600,800,236,298,369,419,132,286,463,557,railway car on road
new713,car,road,600,800,353,450,390,471,256,435,480,578,car in route
new714,car,tire,600,800,302,512,337,416,410,440,388,418,railcar has tire
new715,woman,dock,600,800,256,320,251,344,320,399,280,369,woman on pier
new716,brick,building,800,600,268,364,36,94,20,581,181,608,brick in building
new717,goats,grass,600,800,153,642,208,507,0,788,215,482,goats in eatage
new718,window,building,600,800,644,698,169,236,548,794,81,585,window of construction
new719,ripples,water,600,800,479,607,539,584,201,509,429,598,ripples on urine
new721,billboard,building,600,800,276,374,146,364,138,370,105,435,billboard on building
new722,flag,building,600,800,557,601,111,202,1,733,0,462,flag is on side of construction
new723,motorcycle,street,600,800,62,116,453,477,375,447,536,592,motorcycle on top side of street
new724,chair,legs,534,800,308,423,336,470,308,423,388,472,chair birth legs
new725,head light,night,534,800,654,678,444,466,3,792,3,529,head light on at night
new727,tree is behind,building,600,800,685,798,69,258,1,798,5,481,tree is behind is behind building
new728,window,building,600,800,524,558,170,215,335,652,32,438,window on a building
new729,window,building,600,800,693,767,133,212,453,747,97,408,windowpane on building
new730,window,building,600,800,708,730,316,336,684,759,302,382,window on edifice
new732,man,shirt,600,800,179,268,282,480,182,273,298,394,human being wearing shirt
new733,window,building,600,800,252,296,44,148,2,498,0,417,window on the construction
new734,window,building,600,800,424,510,55,198,95,723,44,380,window on building
new735,shadow,sidewalk,600,800,1,62,543,589,1,552,365,598,shadow on pavement
new736,man,mostly bald head,600,800,677,796,332,594,721,778,335,416,man with mostly bald read/write head
new737,cloud,sky,600,800,450,490,49,75,231,280,3,16,swarm in sky
new738,bird,tail,600,800,572,606,193,246,573,595,210,234,wench has tail
new739,beak,duck,600,800,478,497,476,497,478,554,476,529,beak on duck's egg
new740,fence,water,600,800,3,797,378,413,3,796,416,596,fence above piddle
new741,window,building,600,800,541,555,248,299,285,798,1,419,window on construction
new744,man,skis,600,800,125,196,332,595,23,117,431,491,mankind holding skis
new745,flag,snow,600,800,438,456,441,453,1,799,347,597,flag in the coke
new747,skylight,roof,600,800,713,747,171,187,604,797,154,264,fanlight is on top of roof
new748,lines,road,600,800,367,551,348,445,81,399,448,597,lines on route
new749,sign,pole,600,800,271,297,283,319,262,295,316,453,signal on pole
new750,Grass,pool edge,600,800,18,799,0,120,1,793,2,333,Grass on pool boundary
new751,roll,plate,800,600,356,596,394,625,326,593,374,670,roll on plate
new752,window,building,600,800,229,297,257,427,112,292,20,513,windowpane on building
new754,man,plaza,600,800,93,131,456,552,1,800,473,599,man in a plaza
new755,window,building,600,800,558,585,190,212,280,705,7,331,window on edifice
new756,walkway,grass,600,800,432,794,300,594,2,796,264,598,walkway on sens
new757,white cars,alley,600,800,226,382,361,491,7,796,373,593,white cars on back street
new758,wiring,buildings,800,600,105,489,26,105,3,597,2,794,wire between the buildings
new759,number,building,600,800,32,62,168,187,3,359,2,478,number on construction
new760,tree,leaves,600,800,310,419,218,299,356,421,190,236,tree has leave
new761,car,parking space,600,800,304,696,400,586,352,652,501,594,machine parked in parking space
new762,number,column,600,800,529,546,328,341,508,561,310,413,number on the editorial
new763,house,gate,600,800,192,798,10,453,306,357,413,504,mansion with gate
new764,person,bicycle,600,800,477,566,313,453,477,574,363,495,mortal riding bicycle
new765,car,road,600,800,345,380,388,422,316,793,384,596,car in route
new766,window,building,600,800,664,703,155,184,442,764,98,296,window in construction
new768,man,backpack,600,800,117,218,372,561,138,204,414,539,gentleman's gentleman wearing a backpack
new770,crosswalk,crosswalk,600,800,44,777,450,598,44,777,450,598,crosswalk walk on crosswalk
new771,car,road,600,800,403,694,327,467,152,764,382,582,car on top of the route
new772,woman,street,600,800,310,371,340,487,29,789,344,594,woman cross street
new773,tree,long branch,600,800,4,702,1,323,5,625,9,122,tree with recollective branch
new774,Window,building,600,800,549,594,98,176,65,798,1,379,Window on building
new776,window,building,600,800,104,124,330,357,3,296,189,429,window on a construction
new777,building,sky,800,600,85,239,173,332,121,335,31,141,construction below sky
new778,window,building,600,800,408,424,72,98,370,448,50,276,windowpane on building
new779,wall,building,600,800,630,798,1,527,636,798,1,520,rampart on building
new780,leaves,tree,600,800,347,485,188,315,314,492,193,371,leaves on sir herbert beerbohm tree
new781,head ,person,600,800,96,126,234,271,93,126,240,357,head of somebody
new782,car,snow,600,800,507,682,332,450,0,800,320,599,car comprise in snow
new783,window ,building,600,800,676,695,282,316,670,779,21,447,windowpane on building
new784,snow,ground,600,800,1,800,305,600,2,800,323,598,snow be on the ground
new785,SUV ,snow,600,800,152,270,427,505,181,313,490,561,SUV covered in snow
new786,crosswalk sign,Pole,600,800,212,278,185,251,209,249,253,472,crossing sign on Pole
new787,snow,car,600,800,530,594,486,563,24,176,391,590,charles percy snow on car
new788,window,building,600,800,164,197,149,207,3,451,89,439,window in building
new789,light,top,600,800,286,318,277,378,291,317,265,301,light has top
new790,window,building,600,800,453,479,97,117,445,567,98,384,window on edifice
new791,man,shirt,600,800,134,186,182,283,267,316,210,249,man wearing shirt
new792,car,street,600,800,463,716,427,594,61,799,452,598,car on the street
new795,trash ,pole,600,800,379,431,383,545,402,432,376,549,trash on rod
new797,arm,woman,600,800,279,312,308,331,269,314,265,366,arm around woman
new798,chair,leg,600,800,182,323,346,590,188,222,490,577,chair has leg
new799,table and chairs,building,600,800,76,410,311,534,277,475,14,532,table and chairs in battlefront of building
new800,building,arch,600,800,5,801,20,436,646,667,151,197,building take arch
new801,car,road,600,800,156,322,462,596,309,760,481,597,car on road
new802,building,windows,600,800,230,396,1,495,261,292,97,227,construction has windows
new803,chain,walkway,600,800,143,325,426,542,29,448,381,557,chain on walkway
new804,window,building,600,800,210,231,271,349,1,259,0,524,window on the building
new805,water,ripples,600,800,4,797,214,599,81,289,359,439,water has rippling
new806,boat,water,600,800,421,437,323,334,182,797,307,356,boat in water
new807,man,sidewalk,600,800,444,485,299,440,136,799,301,600,man walking on sidewalk
new808,boat,boat,600,800,392,576,83,192,392,576,83,192,sauceboat on the boat
new809,man,parking lot,600,800,398,420,421,465,5,800,435,590,man walking across parking peck
new810,boat,the water,600,800,19,103,422,502,8,136,488,539,boat is on the pee
new811,sail pole,boat,600,800,23,47,92,399,2,101,83,437,sail pole on boat
new812,cloud,sky,600,800,336,474,50,130,11,793,5,310,cloud in sky
new813,yacht,mast,600,800,173,459,63,493,259,314,79,439,yacht take mast
new814,boats,bay,600,800,10,790,69,598,25,787,150,415,boat docked in bay
new815,boat,water,600,800,196,771,233,506,7,799,95,597,boat on top of water
new816,window,building,600,800,589,666,201,309,477,773,54,379,window on building
new820,window,building,600,800,637,647,37,59,559,788,11,210,windowpane on building
new821,shadow,road,600,800,446,683,399,491,95,730,357,592,shadow on road
new822,Building,bridge,600,800,162,382,316,402,42,455,286,545,Building behind a bridge
new823,trash can,sidewalk,600,800,605,663,396,483,164,600,400,571,rubbish can on sidewalk
new824,window,building,600,800,64,86,443,462,7,203,365,513,window on building
new825,people,yach,600,800,264,392,253,330,73,797,8,473,people on yach
new826,palm ,tree,600,800,554,606,123,180,519,696,109,312,laurel wreath on tree
new827,sign,street,600,800,198,283,217,281,2,798,281,598,sign nigh street
new828,car,street,600,800,331,637,285,496,305,570,458,587,railroad car on street
new829,wheel,car,600,800,294,353,426,487,97,451,326,485,wheel cost on a car
new830,license plate,car,600,800,387,442,461,478,291,487,368,510,license plate on car
new831,bus,street,600,800,317,745,177,382,55,635,359,568,busbar on street
new832,fence,wall,600,800,459,638,294,390,381,624,364,464,fence on paries
new833,blue,plate,600,800,458,570,441,456,262,316,452,469,blue car home
new834,van,curb,600,800,250,421,268,384,3,298,352,476,van on curb bit
new835,sidewalk,street,600,800,3,464,412,567,2,610,420,592,sidewalk next to street
new836,bus,road,600,800,484,781,160,474,257,446,391,550,double decker on the road
new837,shadow ,street,600,800,690,797,441,497,58,796,373,597,shadow On the street
new838,car,ground,600,800,292,611,323,509,549,683,460,564,car on ground
new839,car,parking lot,600,800,153,489,333,583,1,796,323,593,car in parking lot
new840,building,door,600,800,581,799,4,600,689,731,151,584,building has a doorway
new842,trash can,bench,600,800,375,474,312,467,459,567,297,419,trash can next to bench
new843,squirrel,tree,600,800,333,497,227,351,66,764,0,598,squirrel on side of tree
new844,window,building,600,800,65,74,60,73,1,161,14,187,window on the edifice
new845,trees,building,600,800,419,789,120,302,138,798,2,315,trees by building
new846,stem,park,600,800,525,569,64,212,18,768,31,535,stem turn inside park
new847,baby,stroller,600,800,539,545,346,359,525,549,339,411,baby is inner stroller
new850,tree,street,600,800,511,579,10,427,1,793,404,598,tree on side of street
new851,lights,truck,600,800,527,571,293,314,518,590,256,323,lights on the motortruck
new852,tile,floor,600,800,513,652,514,599,146,799,333,597,tile on floor
new853,picture,frame,600,800,0,123,19,140,0,141,6,157,picture in chassis
new854,red tray,meal,600,800,96,714,108,545,130,667,188,461,red tray containing meal
new855,fork, table,600,800,381,429,283,444,7,796,113,598,crotch on table
new856,plate,table,600,800,229,619,265,523,6,799,1,595,plate on table
new857,plant,street light,600,800,34,60,530,560,54,219,1,555,plant at the base of street brightness
new858,tree,sidewalk,600,800,140,728,4,544,1,371,367,599,tree On the pavement
new859,grass,ground,600,800,2,516,446,597,1,798,403,598,grass is on the solid ground
new860,door,building,600,800,281,346,281,570,194,526,170,559,door on building
new861,person,tiles,600,800,388,426,275,422,106,624,315,599,person standing on tiles
new862,sign,stand,600,800,185,385,218,270,92,417,229,540,signaling on stand
new863,car,road,600,800,414,462,443,488,288,526,402,592,cable car on road
new864,person,path,600,800,73,112,408,490,0,371,442,509,person is walking on path
new866,car,parking lot,800,600,561,600,566,587,486,597,549,664,motorcar in a parking lot
new867,window,building,600,800,1,131,198,427,2,231,1,454,window on a building
new870,1831,sign,600,800,12,49,262,315,1,70,223,489,1831 written on signal
new871,car,road,600,800,359,693,351,488,99,801,358,597,car is on the road
new872,bus,street,600,800,4,255,335,422,1,796,400,593,passenger vehicle on street
new873,window,building,600,800,636,671,128,150,470,692,81,286,window on edifice
new874,person,jeans,800,600,363,394,700,756,363,394,724,756,person in dungaree
new875,tree,building,600,800,640,744,249,425,563,692,210,389,tree sequester to building
new876,window,building,600,800,304,333,309,361,253,510,133,504,window on building
new878,bike,pole,600,800,113,332,329,479,233,256,1,473,bike slant on pole
new879,sticker,door,600,800,700,730,277,303,661,773,187,506,spikelet on door
new880,person,street,480,640,397,438,312,439,2,640,357,478,mortal is crossing street
new881,woman,hair,453,604,67,362,37,449,73,354,37,417,woman has fuzz
new882,tower,desk,480,640,154,272,183,336,0,637,0,139,tower is under desk
new883,man,bridge,500,282,198,211,142,165,3,282,37,191,man on bridge circuit
new884,door knob,door,600,800,789,799,142,169,615,800,0,345,door knob on door
new885,monitor,desk,600,800,497,794,76,404,209,793,252,595,monitor on top of desk
new886,Boat,water,600,800,591,668,53,128,344,783,119,441,Boat be on water
new887,man,coat,480,640,1,48,192,356,1,76,293,432,man wearing coating
new890,sail,boat,480,640,326,347,294,316,326,350,294,328,sail on gravy holder
new891,man,trees,600,800,409,438,283,352,544,676,156,305,man near tree
new893,boy,cone,534,800,413,575,122,325,529,574,281,323,boy running next to cone
new894,people,ship,480,640,276,566,243,291,183,621,261,346,the great unwashed in ship
new895,stapler,shelf,600,800,327,544,214,316,237,798,111,599,stapler on the shelf
new897,mitt,hand,427,640,329,361,187,235,336,364,186,251,mitt on hand
new898,cord ,lamp,600,800,57,324,189,502,205,404,52,286,cord for lamp
new899,pen,desk,600,800,358,408,319,371,220,556,413,594,pen on desk
new900,clowds,sky,600,800,5,739,75,165,1,798,4,286,clowds in sky
new901,window,building,800,536,205,363,50,158,5,500,16,215,windowpane on building
new902,plane,runway,400,601,86,471,151,321,368,512,299,370,aeroplane on runway
new903,shadow,ground,480,640,252,639,108,162,1,640,100,477,phantasma on ground
new904,woman ,woman ,480,640,287,435,261,435,287,435,261,435,charwoman holding woman
new905,label,toaster,480,640,82,144,398,478,2,188,343,479,label is on wassailer
new906,light,ceiling,600,800,571,757,55,108,2,795,2,159,brightness on ceiling
new907,group,people,379,580,2,577,8,331,2,574,4,329,group of people
new908,person,surfboard,600,800,447,503,298,450,361,686,411,446,person carry surfboard
new909,line,pole,513,797,495,559,101,124,472,567,1,373,line around a pole
new910,man,shirt,600,800,200,551,0,360,203,548,44,361,man fall apart shirt
new911,basket,bicycle,335,512,22,104,72,148,3,504,24,331,basket on bicycle
new912,woman,badminton,500,333,61,241,48,398,1,333,61,496,woman play badminton
new913,light,car,480,640,383,423,282,321,155,420,188,408,light attached to car
new914,speaker,monitors,480,640,310,416,383,479,88,640,223,469,utterer between monitors
new916,toys,table,480,640,85,353,260,299,2,638,267,335,toys on tabular array
new917,cereal box,table,600,800,532,740,4,491,69,797,338,507,cereal corner cost on top of table
new919,window,car,323,486,137,170,156,183,18,241,147,240,windowpane on a car
new920,stair,room,451,600,366,408,167,194,111,574,63,449,step inside of room
new922,chin,girl,534,800,449,577,336,403,407,799,82,530,kuki chin of girl
new923,stripes,road,480,640,148,416,138,352,519,614,133,286,stripe on road
new924,door,house,600,800,266,334,497,575,163,423,104,576,door on house
new925,number,equipment,480,640,287,325,288,312,191,606,153,456,number on equipment
new926,stapler,table,600,800,321,436,355,420,2,800,268,564,stapler on board
new927,man,spray bottle,480,640,324,562,0,476,295,383,89,222,man is holding a spray bottleful
new928,man,backpack,480,640,417,488,21,110,442,476,39,64,military personnel has backpack
new929,brick ,ground,600,800,632,659,507,526,6,800,145,595,brick on ground
new930,eyes,face,529,800,176,335,230,276,145,353,138,434,eyes on face
new933,window,building,480,640,156,229,70,103,14,94,28,99,window on edifice
new936,table,person,480,640,483,640,254,438,318,580,1,451,table be behind person
new937,panel,ceiling,480,640,214,281,22,47,28,541,0,86,panel on ceiling
new938,rock,lake,480,640,551,602,377,413,73,188,256,362,rock near lake
new939,bird,tail,375,500,253,409,96,260,254,306,181,229,shuttle has tail
new940,foam,water,375,500,318,423,203,297,260,349,129,197,froth on water
new941,top,building,333,500,272,332,81,148,232,351,78,142,top of building
new943,branches,Leaves,600,800,15,116,9,75,10,117,10,84,branches with Leave
new944,building,window,600,800,135,794,0,401,514,538,139,188,construction has window
new945,Window,Building ,600,800,322,349,317,385,208,798,2,450,Window on Construction
new947,woman,hair,800,534,330,478,524,797,376,458,523,593,adult female has hair
